40.4718200,-80.0368700,1
40.4378600,-79.9122600,1
40.4824400,-79.9119900,14
40.4236600,-79.9725600,1
40.4636900,-79.9236400,2
40.4231000,-79.9508700,2
40.4370300,-80.0197900,2
40.4549500,-79.9618700,1
40.4394400,-79.9562500,2
40.4159200,-79.9784600,3
40.4359900,-79.9466000,2
40.4179800,-79.9790200,14
40.4306500,-80.0025500,1
40.4533400,-79.9540800,1
40.4514400,-79.8825400,1
40.4503500,-79.8986000,1
40.4433000,-80.0398500,8
40.4616700,-80.0307100,2
40.4632500,-79.9485600,1
40.4287100,-80.0482000,1
40.4405900,-79.9954300,9
40.4053200,-80.0300100,2
40.4438400,-79.9942800,8
40.4195000,-79.9741400,1
40.4560400,-79.8759000,4
40.4486000,-80.0144700,1
40.4407800,-79.9862700,1
40.4064800,-80.0281900,3
40.4595500,-79.9831000,2
40.4142300,-79.9777800,1
40.4685900,-80.0097300,1
40.4614100,-79.9708000,2
40.4148000,-79.9877200,2
40.4451000,-79.9938300,6
40.4654400,-79.9600700,4
40.4401100,-79.9964100,2
40.4356700,-79.9946100,1
40.4529900,-79.9660400,1
40.4805000,-80.0190800,2
40.4257800,-79.9196000,1
40.4212700,-79.9496300,6
40.4597300,-80.0249800,2
40.4276100,-79.8911500,2
40.4294600,-79.9239000,2
40.4498300,-79.9858400,2
40.4799800,-80.0273000,1
40.4625000,-79.9444900,3
40.4488000,-80.0553600,1
40.4000800,-79.9799900,5
40.4272900,-80.0302000,3
40.3867900,-80.0109200,1
40.4542700,-79.8977500,1
40.4181300,-79.9882100,4
40.4293100,-79.9564500,2
40.4532000,-80.0285100,1
40.4437800,-80.0277500,5
40.4358600,-79.9677200,1
40.4270600,-79.9626400,2
40.4595800,-79.9297200,3
40.4852500,-80.0101200,2
40.4553200,-79.9660300,2
40.4567900,-79.9580400,1
40.4809300,-80.0133400,2
40.4025400,-80.0476800,2
40.4137600,-79.9950500,6
40.4138100,-79.9956300,1
40.4455500,-79.9616800,1
40.4478700,-80.0065900,1
40.4142900,-79.9999700,2
40.4390800,-80.0159600,2
40.4166900,-79.9868400,2
40.4368800,-79.9777600,1
40.3856400,-80.0120800,2
40.4039100,-79.9901500,2
40.4506400,-79.9862900,2
40.4698100,-79.9560500,1
40.4113100,-80.0098400,3
40.4380100,-79.9121900,2
40.4053400,-80.0449900,2
40.4541800,-79.8693000,1
40.3846700,-79.9329400,3
40.4089900,-79.9909900,2
40.4775000,-79.9420000,1
40.4909900,-80.0277600,3
40.4520300,-80.0165500,2
40.4357200,-80.0362700,2
40.4755800,-79.9122800,2
40.4388700,-80.0557800,2
40.4541400,-79.9122300,5
40.4229600,-79.9507700,5
40.3966600,-79.9905000,1
40.4140700,-79.9457200,2
40.4572200,-79.9223800,5
40.4770100,-79.9132400,1
40.4654100,-79.9914300,4
40.4826400,-80.0243700,2
40.4596200,-80.0025700,1
40.4769300,-80.0194600,2
40.4469200,-80.0094700,1
40.4452500,-80.0361600,2
40.3873800,-79.9837500,2
40.4140900,-80.0097100,2
40.4596900,-79.9763800,1
40.4812900,-80.0060300,3
40.4362500,-79.9727300,1
40.4419000,-80.0017900,2
40.4115200,-79.9772300,2
40.4466600,-79.9659000,4
40.4756300,-79.9284500,1
