40.4209100,-79.9700700,2
40.4142800,-80.0302600,2
40.4519700,-79.9389500,2
40.4546300,-79.8584100,4
40.4119800,-79.9962200,4
40.3845900,-79.9948100,2
40.4451000,-80.0162400,1
40.3896700,-79.9344700,1
40.4863000,-79.9431200,2
40.4394400,-79.9562500,1
40.4865800,-80.0271000,2
40.4780100,-79.9470800,1
40.3953000,-79.9183600,2
40.4306500,-80.0025500,2
40.4593800,-79.9145800,2
40.4053200,-80.0300100,1
40.4378900,-80.0046000,1
40.4356800,-79.8965800,1
40.4680600,-79.9166800,2
40.4118700,-79.9968100,2
40.4461900,-79.9789400,2
40.4219100,-79.9813300,2
40.4431100,-80.0529700,4
40.4430600,-79.9539800,2
40.4151800,-79.9711900,2
40.4759500,-79.9576500,4
40.4451000,-79.9938300,4
40.4702600,-79.9248800,2
40.4582800,-80.0775400,2
40.4286600,-79.9513500,2
40.4893300,-80.0178900,2
40.3855100,-80.0108600,2
40.4651800,-79.9144400,2
40.4577800,-80.0531500,2
40.4723100,-80.0043400,2
40.3957400,-80.0104000,2
40.4327600,-80.0284100,2
40.4206500,-80.0024400,5
40.4646500,-80.0139000,2
40.4075300,-79.9916800,2
40.4655300,-79.9550200,2
40.4359900,-79.9175300,2
40.4130600,-80.0331500,2
40.4290600,-79.9376000,2
40.4212700,-79.9496300,1
40.4130300,-80.0232800,2
40.4903400,-80.0390200,4
40.4294600,-79.9239000,2
40.4436100,-80.0357100,1
40.3897500,-79.9334100,2
40.4094100,-80.0390400,2
40.4120500,-79.9961800,2
40.4154000,-80.0111600,4
40.4015500,-80.0095500,4
40.4408200,-80.0350500,1
40.4625000,-79.9444900,1
40.4531100,-79.9305200,2
40.4272900,-80.0302000,12
40.4269700,-80.0044400,1
40.4000800,-80.0232200,2
40.4431900,-80.0258000,1
40.4577700,-79.9980000,2
40.4773100,-79.9265500,2
40.4574300,-79.8964600,2
40.4485600,-79.9591700,2
40.4972400,-80.0054600,2
40.4800800,-79.9539700,2
40.4368800,-79.9777600,9
40.4698100,-79.9560500,3
40.4583300,-80.0160700,4
40.4113100,-80.0098400,8
40.4849800,-79.9467100,2
40.4683400,-79.9793700,2
40.4104600,-80.0033000,4
40.4024000,-80.0145400,5
40.4865200,-80.0226800,2
40.4187500,-80.0070400,2
40.4687900,-80.0253200,4
40.4218600,-79.9297700,2
40.4676600,-79.9138100,2
40.4384900,-79.9202200,2
40.4000700,-80.0328000,2
40.4253600,-79.9443900,6
40.4490600,-79.9173800,2
40.4535200,-79.9210700,2
40.4077300,-80.0366800,2
40.3906400,-80.0301000,1
40.4140900,-80.0097100,14
40.4812900,-80.0060300,3
40.3991000,-79.9957100,2
40.4466600,-79.9659000,5
40.4295700,-80.0245200,42
40.4050300,-79.9906700,2
40.4215000,-79.9795200,1
40.4344200,-79.9533700,4
40.4476900,-80.0210300,1
40.4129000,-80.0100500,8
40.4878800,-79.9203100,2
40.3974900,-80.0242100,2
40.4560500,-79.9734300,2
40.4784400,-80.0206600,2
40.4313400,-79.9339700,1
40.3667900,-79.9075900,1
40.4433300,-80.0531300,2
40.4674500,-80.0250700,3
40.4011100,-79.9395800,2
40.4576000,-79.8787400,2
40.4253900,-79.9975200,2
40.4381600,-80.0189600,2
40.4607500,-79.9537200,1
40.4286700,-79.8913300,1
40.4289600,-79.9204100,1
40.4783500,-79.9489100,2
40.4344200,-80.0255600,2
40.4517100,-80.0647400,2
40.4267900,-79.9233200,2
40.4800100,-79.9552400,1
40.4611400,-80.0313800,2
40.4095100,-79.9422000,2
40.3889100,-80.0104700,2
40.3669200,-79.9150200,2
40.3885700,-79.9881800,2
40.4077100,-79.9915800,21
40.4439600,-80.0005900,2
40.4394500,-79.9727600,2
40.4432700,-79.9699200,2
40.4590100,-80.0565100,2
40.4540000,-80.0143200,2
40.4484700,-80.0602000,2
40.4732800,-80.0375400,5
40.4616700,-80.0293800,1
40.4474200,-79.9540300,6
40.4986800,-80.0173300,2
40.4222700,-79.9854100,1
40.4155800,-80.0073800,2
40.4533800,-79.9910400,1
40.4576300,-80.0732600,1
40.4359200,-80.0147300,1
40.4582700,-80.0758700,2
40.4464000,-80.0369800,2
40.4238300,-80.0110100,2
40.4369800,-79.9325900,1
40.4342600,-80.0502600,15
40.4404600,-80.0336900,1
40.4606800,-79.9490200,2
40.4085900,-79.9911700,2
40.4562100,-79.9047800,2
40.4370600,-79.9544200,2
40.4775700,-80.0182900,2
40.4378400,-79.9653700,2
40.4515100,-80.0678900,2
40.3697900,-79.9114500,1
40.4598100,-79.9893700,1
40.4347100,-79.9730900,3
40.4143300,-79.9348300,2
40.4586700,-79.9871100,5
40.4885100,-80.0367200,2
40.4342000,-79.9521700,16
40.4116300,-80.0065200,2
40.4339600,-79.9288300,2
40.4419100,-80.0386600,2
40.4710700,-79.8949800,2
40.4291700,-80.0246600,2
40.4740800,-79.9208100,2
40.3851500,-79.9133100,4
40.4468000,-80.0073800,2
40.3957900,-79.9847400,2
40.4886500,-80.0226800,2
40.4647300,-79.9821500,1
40.4741300,-80.0370000,1
40.4256800,-79.9351700,2
40.4273600,-79.9341100,2
40.4125200,-79.9980700,4
40.4118600,-79.9785000,2
40.4894600,-80.0410800,2
40.4136200,-79.9897000,9
40.4227800,-79.9683200,4
40.4565200,-79.9394300,2
40.4587700,-79.8860300,2
40.4255000,-79.9486700,2
40.4527700,-79.8893200,2
40.4333400,-79.9370800,2
40.3753200,-80.0038200,2
40.4277300,-79.9936200,2
40.4156900,-80.0048600,2
40.4725600,-79.9874000,2
40.4449600,-79.9194300,2
40.4097500,-80.0317300,2
40.4426900,-79.9796700,4
40.4702100,-79.8978700,1
40.3733700,-79.9155400,2
40.3947900,-79.9924400,2
40.4490800,-79.9687000,2
40.4574700,-79.8757700,2
40.4632500,-79.9547400,2
40.4784600,-80.0272100,2
40.4546400,-79.9607500,1
40.4177000,-79.9657700,4
40.4253300,-79.9397800,1
40.4700100,-80.0256500,2
40.4345000,-79.9900800,2
40.3959200,-79.9943900,2
40.4786300,-80.0192900,1
40.3891200,-79.9060900,2
40.4631000,-79.8917700,2
40.4708400,-80.0321000,7
40.4356100,-79.9962400,1
40.4823600,-80.0435400,1
40.4095600,-79.9773900,2
40.3787600,-79.9221800,3
40.4240000,-79.9884800,5
40.4697600,-79.9164200,2
40.4598000,-80.0310800,2
40.4046200,-80.0472300,1
40.4202900,-79.9440000,2
40.4251400,-79.9170500,1
40.4256400,-79.9998700,2
40.4233000,-79.9229400,2
40.4106700,-80.0147300,4
40.4541900,-80.0591100,2
40.3937800,-80.0144100,2
40.4561700,-79.8828900,2
40.4103800,-80.0178300,1
40.4327000,-80.0125300,1
40.4548700,-79.9322700,2
40.4558500,-79.9968800,8
40.4790900,-80.0308500,2
40.4378300,-79.9604700,2
40.4009200,-80.0003800,2
40.4751400,-80.0249100,2
40.4561800,-79.9061000,6
40.4345000,-79.9560700,4
40.4707800,-80.0325600,2
40.4333700,-80.0309400,2
40.3865000,-80.0132300,2
40.4667700,-80.0249600,6
40.4737400,-80.0287200,59
40.3844200,-80.0146000,1
40.4118400,-80.0112300,2
40.4519300,-79.8847900,3
40.3949700,-79.9801300,2
40.4534500,-79.9966800,1
40.4825800,-79.9297200,2
40.4276700,-79.9777200,1
40.4152000,-79.9905600,2
40.3997900,-79.9210700,2
40.4592100,-80.0163800,45
40.4255800,-79.9855700,1
40.4086000,-80.0247200,2
40.4602300,-79.9091300,4
40.4785800,-79.8993500,1
40.4732400,-80.0021100,2
40.3942800,-80.0277700,1
40.4798700,-79.9261500,1
40.4684000,-79.9451000,2
40.4661400,-79.9902900,2
40.4479300,-79.9454500,5
40.4653500,-80.0266900,2
40.3933700,-79.9820300,1
40.4170700,-80.0199500,2
40.4505600,-79.9146800,2
40.4045900,-79.9905200,2
40.4271800,-79.9261600,2
40.4162200,-79.9905400,2
40.4881600,-79.9232000,4
40.4539600,-80.0213300,2
40.4455700,-79.9167500,2
40.4511900,-79.8888300,2
40.4347000,-79.9545800,2
40.4130600,-80.0222600,2
40.4038700,-80.0454700,2
40.4543800,-80.0583400,2
40.4307700,-80.0467400,2
40.4101100,-79.9265400,5
40.3961100,-79.9967900,2
40.4346400,-80.0335000,2
40.4014400,-80.0312600,5
40.4400600,-79.9590500,2
40.4582100,-80.0254200,5
40.4896300,-80.0360800,2
40.4664600,-80.0365000,2
40.4045100,-80.0208300,2
40.4758900,-80.0288800,2
40.4616800,-79.9058200,2
40.4597800,-80.0304600,2
40.4267400,-79.9522900,20
40.4465500,-79.9084900,2
40.4541100,-79.9321800,2
40.4259800,-80.0044300,2
40.4680700,-80.0216200,2
40.4580100,-79.9402200,2
40.3939300,-79.9974100,4
40.4467900,-79.9806800,2
40.3808800,-79.9962800,6
40.4463400,-80.0429500,1
40.4377400,-80.0182700,2
40.4062500,-80.0104200,1
40.4140500,-79.9970400,4
40.4659700,-79.9233600,3
40.4619500,-79.9795700,1
